image,label,score,x1,y1,x2,y2,gemini_3_single_q1,gemini_3_single_q2,gemini_3_single_q3,gemini_3_couple_q1,gemini_3_couple_q2,gemini_3_couple_q3,gemini_3_group_q1,gemini_3_group_q2,gemini_3_group_q3
image_210_jpg.rf.53404c2712d1be8c2f6dccd8974d4639.jpg,hairdryer,0.1040564477443695,7.405128479003906,320.3544616699219,564.0821533203125,640.6688232421875,"Since I'm trying to pack light, is this Philips dryer powerful enough that I can leave my own at home?",The cord looks wrapped pretty tight around the handle; is the wiring still in good shape without any shorts?,Does that pink concentrator nozzle come off easily so I can dry my hair faster when I'm in a rush?,My partner has thick hair; does this model have multiple heat settings to dry hair quickly so we aren't late for dinner?,"Seeing the laundry detergent next to it, is this stored in a utility area or actually in the bathroom where we can use the mirror?",Is the cord long enough for one of us to move around comfortably if the other person is using the sink?,We have four people needing to get ready; does this dryer have a cool-down feature or will it overheat after multiple uses?,"Is this the only hairdryer provided for the whole accommodation, or are there others since this one isn't wall-mounted?",The nozzle looks like standard plastic; does the outside stay cool enough that it's safe for my kids to use unsupervised?
image_27_jpg.rf.f8c616f9bad5a0fbc302976a32b6bae8.jpg,hairdryer,0.4043797254562378,71.12432861328125,103.80722045898438,504.8543701171875,636.9561157226562,"Since this looks like a compact premium dryer, is it powerful enough that I can leave my bulky one at home to save luggage space?",Are the heat controls on that sleek handle easy to adjust with one hand while I'm styling my hair?,"Does the dryer feel lightweight to hold for a long session, or is it heavier than it looks?",This looks like a high-end ReFa model; does it provide a salon-quality finish for our dinner dates?,Does the clear stand keep the dryer neatly out of the way so we have enough counter space for both our toiletries?,Is the motor quiet enough that I can dry my hair early in the morning without waking my partner?,Is the airflow strong enough to dry hair quickly so we can get the whole family ready and out the door on time?,"Is the cord bundled at the bottom long enough to reach a child sitting on a chair, or do they need to stand right by the outlet?",Is that plastic stand sturdy enough to keep the dryer from getting knocked over if the kids are running around the bathroom?
image_56_jpg.rf.40336d66e18a46f793f1ae1c6dbbd6ca.jpg,hairdryer,0.1232956647872924,43.20644378662109,96.47886657714844,631.7115478515625,478.4485473632813,"I see the switch has a ""TURBO"" setting; is it powerful enough to dry thick hair quickly so I don't waste my vacation time getting ready?",Is the Panasonic handle comfortable to grip and lightweight for a long styling session on my own?,"Does the ""SET"" function work well for precise styling if I want to look my best for solo dining photos?","Since we share the bathroom, is the hairdryer quiet enough on the lower ""SET"" mode to avoid waking my partner up?",It looks like a high-end Panasonic model; does it leave hair smooth and frizz-free for our romantic dinner dates?,"With two of us needing to get ready, does the dryer cool down quickly after use so we can pack it away safely?","Is the ""SET"" or low-heat mode gentle enough to use safely on my young children's fine hair?",Is this dryer heavy-duty enough to run back-to-back for a family of four without overheating or shutting off?,"Given the compact nozzle size, is the airflow wide enough to dry multiple people's hair efficiently?"
image_124_jpg.rf.bc4213e7f09001692f89e708b6f3ae9a.jpg,hairdryer,0.2873489558696747,116.33195495605467,30.33590316772461,427.29400634765625,444.1443481445313,Is this modern-looking black dryer powerful enough to dry my hair quickly before a morning meeting?,"Since the dryer looks quite compact on the towel, is it lightweight enough to hold for a long styling session without arm fatigue?","Does the narrow nozzle attachment stay firmly in place for precise straightening, or does it fall off easily?","With the air intake located on the handle like newer quiet models, is this silent enough to use without waking my partner?",Does this high-end looking dryer have strong enough heat settings so we can both get ready quickly for a dinner reservation?,"That smooth matte finish looks nice, but does it get too hot to the touch after being used by two people back-to-back?","Since the air vent is at the bottom of the handle, is it safe for my kids to use without their long hair getting sucked in?",It looks like a smaller travel-sized unit; will it overheat if our whole family needs to use it one after another?,"I see a ""Hair Brush"" packet next to the dryer; does the hotel stock enough of those amenities for everyone in our group?"
image_197_jpg.rf.b010a4e9c4cf7b558546634e17678d6b.jpg,hairdryer,0.2878447473049164,165.26876831054688,100.70387268066406,633.3292236328125,620.8050537109375,"I see the ""Turbo"" setting on the handle; is this powerful enough to dry thick hair quickly before a morning meeting?","Since this is a Panasonic ""ionity"" model, does it actually reduce frizz so I can get away with not packing my own styling tools?",The nozzle looks quite specific—does it concentrate the airflow well enough for precise styling when I'm getting ready on my own?,"We like to get ready at the same time—is the motor quiet enough on the ""Set"" mode that it won't annoy my partner while they're watching TV?","My partner and I have different hair types; do the variable heat settings like ""Cold"" and ""Turbo"" provide enough versatility for both of us?",Is this dryer robust enough to handle two people using it back-to-back without the device getting too hot to hold?,"With a family of four needing to shower, is this dryer heavy-duty enough to run continuously without overheating or shutting off?","I see a ""Cold"" setting on the switch; is the temperature control reliable enough to safely dry my young children's hair?",We need to get the whole group out the door fast—is the airflow strong enough to significantly cut down the bathroom wait time?
image_127_jpg.rf.86c4f679c51a99dfa01e58959a5439a6.jpg,hairdryer,0.1267069578170776,65.66788482666016,143.0221710205078,333.21539306640625,324.8775634765625,"Since this is a professional GA.MA dryer with ""active oil technology,"" is it high quality enough that I can leave my own dryer at home to save luggage space?","Does the ""ceramic ion"" feature mentioned on the box actually work to reduce frizz quickly so I can spend less time getting ready and more time exploring?",The box shows a concentrator nozzle; is this attached firmly enough to help me style my hair efficiently on my own?,"With the high 2200W power listed at the bottom, is this dryer fast enough so we aren't keeping each other waiting for the bathroom?","Does the ""Coconut & Almond"" technology actually make hair smooth enough for a nice dinner out, or should we still pack our straightener?",The image shows a professional AC motor—is it quiet enough that one of us can dry our hair without waking the other person up?,"I see the ""Motor AC"" badge; does this mean the dryer can handle running for a long time without overheating if four of us need to use it back-to-back?","Is the dryer sturdy and safe enough for teenagers to handle, or is it a heavy, delicate piece of equipment?","Given the 2200W power, does it dry hair fast enough to get the whole family ready quickly in the morning?"
image_127_jpg.rf.86c4f679c51a99dfa01e58959a5439a6.jpg,hairdryer,0.1741879880428314,149.13180541992188,343.8333740234375,572.4720458984375,637.5872802734375,Is this 2000W dryer powerful enough to dry my hair quickly so I can get out and explore the city?,"Since it looks like a full-sized model with an AC motor, is it too heavy to hold comfortably for a long styling session?","Does the concentrator nozzle attachment stay firmly in place for precise styling, or does it fall off easily?",Is the motor loud enough that it would wake my partner up if I use it early in the morning?,Is the power cord long enough to allow me to step back so my partner can still use the sink while I dry my hair?,Does the ceramic technology mentioned on the box actually help reduce frizz for a nice dinner date look?,Can this dryer handle running back-to-back for a family of four without overheating and shutting off?,Is the plastic body sturdy enough to survive if the kids accidentally drop it on the bathroom floor?,Is the airflow strong enough to dry thick hair fast so we aren't all waiting in line for the bathroom?
image_138_jpg.rf.99873109fb946a5a17cd2206ddca1387.jpg,hairdryer,0.2522768974304199,99.31967163085938,-0.3460502624511719,504.43994140625,615.1588134765625,I see this is a Panasonic Ionity model; is it powerful enough to dry my hair quickly before a morning meeting?,"Since the cord is bundled up, is the plug located near a mirror, or will I be tethered to an awkward spot?",The handle looks like it folds; can I easily stow this away in a drawer to keep my limited counter space organized?,Is the cord long enough once untied so I can dry my hair while my partner uses the sink?,"Does this dryer offer multiple heat settings suitable for styling hair for a date night, or is it just a basic warm air blower?",Is this unit quiet enough that I won't wake up my partner if I need to get ready early in the morning?,"With a family of four needing to get ready, does this compact dryer overheat if we use it back-to-back?",Does the folding design help save space on the bathroom vanity for all our toiletries?,Is the exterior durable and safe for older children to handle on their own?
image_134_jpg.rf.1c9e6a38c6483660e2049e24293a3e89.jpg,hairdryer,0.1377188265323639,15.39104461669922,204.56771850585935,562.4326782226562,639.673828125,"Since I'm packing light, is the blue ""ione"" dryer powerful enough that I can leave my own travel dryer at home?",Does the handle on the blue dryer fold up so I can keep the limited counter space tidy during my stay?,"Is the beige dryer actually heavy to hold, or is it lightweight enough for a quick morning styling routine?","Does the room actually come stocked with two hairdryers like in the picture, so we can both get ready for dinner at the same time?",Is the blue dryer quiet enough that I can use it early in the morning without waking my partner?,Which of these two models offers faster drying speed so we aren't stuck in the bathroom too long before our date?,"With a family of four needing to get ready, do these compact dryers tend to overheat if used back-to-back?",Is the cord on the blue dryer long enough to reach a plug outside the bathroom if someone else is using the shower?,"Does the blue dryer with the nozzle attachment have a ""cool"" setting so it's safe to use on my children's fine hair?"
image_217_jpg.rf.9ff102abfffe891a26c5fc9db2ea8d93.jpg,hairdryer,0.2968415021896362,41.35017395019531,6.170463562011719,632.6305541992188,634.3482666015625,"Since this looks like a standard low-wattage wall unit, should I pack my own hair tool if I need to dry thick hair quickly?",That coiled cord looks tight; is it stretchy enough to actually stand in front of the mirror comfortably while drying my hair?,The coils and handle look a bit aged—is the device thoroughly cleaned and free of grime between guests?,Is this older model particularly noisy? I'm worried about waking my partner up if I need to get ready early in the morning.?,"Does the handle switch offer multiple heat settings so we can both use it comfortably, or is it just one?",Is the cord long enough for both partners to use comfortably?,"If three or four of us need to shower back-to-back, is this small unit prone to overheating and shutting off after prolonged use?",Is the wall mount located at a height that children can safely reach and use without pulling too hard on the cord?,"Since it's wall-mounted, does this mean we are forced to dry hair in the bathroom, or is there a way to use it in the main room to relieve bathroom congestion?"
image_1_jpg.rf.fc586b3362ea1b4318966a9da87af261.jpg,hairdryer,0.1206367686390876,64.68544006347656,274.299560546875,594.724609375,602.9570922851562,Is this high-end style hairdryer powerful enough to dry my hair quickly so I can maximize my sightseeing time?,I see universal travel adapters provided in the basket; are those available for me to use to charge my phone as well?,Is the hairdryer lightweight and easy to maneuver for a quick styling session on my own?,"Since there are two universal adapters shown, will we be able to charge both our phones simultaneously while getting ready?",Is this modern hairdryer model quiet to operate so I won't disturb my partner if I wake up earlier to get ready?,That looks like a salon-quality tool; is it effective enough that we can save luggage space by not packing our own hairdryer?,"With a whole family getting ready, is the cord long enough to reach outside the bathroom if someone else needs to use the shower?",Can this compact dryer handle being used by multiple people back-to-back without overheating or shutting off?,Are the provided travel adapters sturdy enough to support charging multiple family devices like tablets and cameras safely?
image_64_jpg.rf.48a348ac43124b3e109635b3a0e538d6.jpg,hairdryer,0.1128061488270759,20.424461364746094,45.777587890625,540.9917602539062,636.015625,"Since I need to get ready quickly in the mornings, does this Salonia model offer high enough airflow for a fast blowout?",The handle looks like it folds; is the dryer lightweight enough to hold comfortably for a full styling session without my arm getting tired?,Does the cord have enough length for me to move around freely if the outlet isn't right next to the mirror?,"If one of us is sleeping in, is this dryer quiet enough to use without waking the other person?","Since the handle folds down compactly, does it fit easily inside a drawer so we can keep the limited counter space free for both our toiletries?","If we use it back-to-back, does the body or nozzle stay cool enough to handle, or does it need time to cool down between uses?","With four of us needing to get ready, is this dryer robust enough to run for 30+ minutes straight without overheating or shutting off?",Is that loop on the cord sturdy enough to hang the dryer up on a hook so it stays out of the way of wet surfaces when the bathroom is crowded?,Is the matte surface easy to grip so kids or teenagers won't accidentally drop it while rushing to get ready?
image_50_jpg.rf.d3f60e1317c3b5d84880ddb7e7012572.jpg,hairdryer,0.2315301597118377,277.6809387207031,98.57292938232422,576.0201416015625,393.3492431640625,"I see it's a Conair 1875 model; does it have enough power to dry thick hair quickly so I can get out and explore, or is it pretty weak?","Since the cord is wrapped tightly around the handle, is it actually long enough to reach the bathroom mirror easily?","Does this compact dryer have variable heat settings and a cool shot button, or is it just a basic on/off travel unit?","Does this Conair dryer come with any styling attachments like a concentrator nozzle, or will we need to bring our own for date nights?",Is the dryer loud enough to wake up my partner if I'm getting ready early in the morning while they're still sleeping?,"Since it's stored loosely on the shelf next to the lotion, is there actually enough dedicated counter space for two people's toiletry bags?",Will this small handheld dryer overheat or shut down if three or four family members need to use it back-to-back after the beach?,"Is the cord durable and safe for kids to handle, considering how tightly it's been wrapped around the unit?","Since the dryer is tucked away on a shelf with other supplies, is it easy to locate, or will we spend time hunting for it in the cabinets?"
image_108_jpg.rf.737e2cf438196c741d4a9d69b8496da8.jpg,hairdryer,0.3104321360588074,103.14102172851562,213.99435424804688,423.8611450195313,638.5455322265625,"Since I see specific 'Hot', 'Warm', and 'Cool' settings on the handle, is this Revlon dryer powerful enough to style my hair quickly before a morning meeting?","Does the nozzle size look standard enough that I could attach my own travel diffuser, or should I rely solely on this provided amenity?","Is this a lightweight compact model, or is it heavy to hold for a long time if I'm doing a full blowout by myself?","Seeing that there is a 'Low' speed setting, is the motor quiet enough to use in the bathroom without waking my partner sleeping in the main room?",We have a fancy dinner planned; does this older-style Revlon model actually get hot enough to smooth out frizz for a date night look?,Is the unit reliable enough for two people to use back-to-back without the motor overheating or shutting off?,"With a family of four needing to get ready, does the 'High' speed setting offer enough airflow to dry everyone's hair rapidly and clear up the bathroom?",I see a 'Cool' switch on the handle; does that setting work instantly to prevent burning my children's sensitive scalps?,"Is this dryer hardwired into the bathroom wall, or can I unplug it and move it to the bedroom so someone else can use the sink?"
