image,label,score,x1,y1,x2,y2,source_prompt,detection_summary,llm_prompt,generated_question_flan_base,generated_question_flan_large,generated_question_llama70b,generated_question_llama8b
image_156_jpg.rf.1f68aef6ecbd2f53e450539c587dd81d.jpg,kettle,0.3969219028949737,180.56149291992188,178.00119018554688,430.6932373046875,495.90277099609375,baseline,Image file: image_156_jpg.rf.1f68aef6ecbd2f53e450539c587dd81d.jpg. Detected amenity: kettle. Detection confidence: medium (0.40). Source prompt type: baseline.,"You are generating hotel-amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel-amenity related question that a guest may ask while browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_156_jpg.rf.1f68aef6ecbd2f53e450539c587dd81d.jpg. Detected amenity: kettle. Detection confidence: medium (0.40). Source prompt type: baseline. Question:",What type of amenity does the image show?,What type of amenity is the kettle?,Does the room come with a kettle?,Is a kettle provided in the room?
image_156_jpg.rf.1f68aef6ecbd2f53e450539c587dd81d.jpg,kettle,0.1265212297439575,485.4238586425781,238.0951232910156,640.5028686523438,488.7852783203125,baseline,Image file: image_156_jpg.rf.1f68aef6ecbd2f53e450539c587dd81d.jpg. Detected amenity: kettle. Detection confidence: low (0.13). Source prompt type: baseline.,"You are generating hotel-amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel-amenity related question that a guest may ask while browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_156_jpg.rf.1f68aef6ecbd2f53e450539c587dd81d.jpg. Detected amenity: kettle. Detection confidence: low (0.13). Source prompt type: baseline. Question:",What type of amenity does the image show?,What type of amenity is the kettle?,Does the room come with a kettle?,Is there a kettle provided in the room?
image_78_jpg.rf.6930a43de7b882b45d1e5e7c181ab9f6.jpg,kettle,0.1776163429021835,375.9591979980469,303.52984619140625,410.6649475097656,359.3446655273437,baseline,Image file: image_78_jpg.rf.6930a43de7b882b45d1e5e7c181ab9f6.jpg. Detected amenity: kettle. Detection confidence: low (0.18). Source prompt type: baseline.,"You are generating hotel-amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel-amenity related question that a guest may ask while browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_78_jpg.rf.6930a43de7b882b45d1e5e7c181ab9f6.jpg. Detected amenity: kettle. Detection confidence: low (0.18). Source prompt type: baseline. Question:",What type of amenity does the image show?,What type of amenity is the kettle?,Does the room come with a kettle?,Is there a kettle available in the room?
image_33_jpg.rf.429431291699ba82cbc7b251fb4304de.jpg,kettle,0.1297946125268936,32.646141052246094,194.68170166015625,335.5867004394531,464.0319213867188,baseline,Image file: image_33_jpg.rf.429431291699ba82cbc7b251fb4304de.jpg. Detected amenity: kettle. Detection confidence: low (0.13). Source prompt type: baseline.,"You are generating hotel-amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel-amenity related question that a guest may ask while browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_33_jpg.rf.429431291699ba82cbc7b251fb4304de.jpg. Detected amenity: kettle. Detection confidence: low (0.13). Source prompt type: baseline. Question:",What type of amenity does the image show?,What type of amenity is the kettle?,Does the room come with a kettle?,Is there a kettle available in the room?
image_33_jpg.rf.429431291699ba82cbc7b251fb4304de.jpg,kettle,0.1949408054351806,300.4420471191406,234.843017578125,542.5904541015625,440.1684265136719,baseline,Image file: image_33_jpg.rf.429431291699ba82cbc7b251fb4304de.jpg. Detected amenity: kettle. Detection confidence: low (0.19). Source prompt type: baseline.,"You are generating hotel-amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel-amenity related question that a guest may ask while browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_33_jpg.rf.429431291699ba82cbc7b251fb4304de.jpg. Detected amenity: kettle. Detection confidence: low (0.19). Source prompt type: baseline. Question:",What type of amenity does the image show?,What type of amenity is the kettle?,Does the room come with a kettle?,Is there a kettle available in the room?
image_179_jpg.rf.654b67499684d5cefe708675eb6447f3.jpg,kettle,0.1939262896776199,54.10069274902344,184.537826538086,280.4744873046875,593.8416748046875,baseline,Image file: image_179_jpg.rf.654b67499684d5cefe708675eb6447f3.jpg. Detected amenity: kettle. Detection confidence: low (0.19). Source prompt type: baseline.,"You are generating hotel-amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel-amenity related question that a guest may ask while browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_179_jpg.rf.654b67499684d5cefe708675eb6447f3.jpg. Detected amenity: kettle. Detection confidence: low (0.19). Source prompt type: baseline. Question:",What type of amenity does the image show?,What is the name of the amenity in the image?,Does the room come with a kettle?,Is there a kettle available in the room?
image_165_jpg.rf.1ba2b7d2c1a716cc04f4dd73b2d4acfe.jpg,kettle,0.2955074608325958,299.9971008300781,254.98741149902344,574.3958740234375,594.6470947265625,baseline,Image file: image_165_jpg.rf.1ba2b7d2c1a716cc04f4dd73b2d4acfe.jpg. Detected amenity: kettle. Detection confidence: low (0.30). Source prompt type: baseline.,"You are generating hotel-amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel-amenity related question that a guest may ask while browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_165_jpg.rf.1ba2b7d2c1a716cc04f4dd73b2d4acfe.jpg. Detected amenity: kettle. Detection confidence: low (0.30). Source prompt type: baseline. Question:",What type of amenity does the image show?,What is the name of the hotel's kettle?,Does the room come with a kettle?,Is a kettle available in the room?
image_41_jpg.rf.f79f0591e5855fd995c5cf81df964999.jpg,kettle,0.2555361986160278,306.75115966796875,193.19903564453125,507.7462158203125,490.31787109375,baseline,Image file: image_41_jpg.rf.f79f0591e5855fd995c5cf81df964999.jpg. Detected amenity: kettle. Detection confidence: low (0.26). Source prompt type: baseline.,"You are generating hotel-amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel-amenity related question that a guest may ask while browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_41_jpg.rf.f79f0591e5855fd995c5cf81df964999.jpg. Detected amenity: kettle. Detection confidence: low (0.26). Source prompt type: baseline. Question:",What type of amenity does the image show?,What type of amenity is the kettle?,Does the room come with a kettle?,Is a kettle provided in the room?
image_2_jpg.rf.e26af757e17a18f0b550d0cbfc158781.jpg,kettle,0.2376245856285095,466.2268371582031,244.66232299804688,613.5298461914062,539.8743896484375,baseline,Image file: image_2_jpg.rf.e26af757e17a18f0b550d0cbfc158781.jpg. Detected amenity: kettle. Detection confidence: low (0.24). Source prompt type: baseline.,"You are generating hotel-amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel-amenity related question that a guest may ask while browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_2_jpg.rf.e26af757e17a18f0b550d0cbfc158781.jpg. Detected amenity: kettle. Detection confidence: low (0.24). Source prompt type: baseline. Question:",What type of amenity does the image show?,What type of amenity is the kettle?,Does the room come with a kettle?,Is a kettle available in the room?
image_2_jpg.rf.e26af757e17a18f0b550d0cbfc158781.jpg,kettle,0.1288026273250579,302.96490478515625,265.88800048828125,458.9004821777344,498.8813781738281,baseline,Image file: image_2_jpg.rf.e26af757e17a18f0b550d0cbfc158781.jpg. Detected amenity: kettle. Detection confidence: low (0.13). Source prompt type: baseline.,"You are generating hotel-amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel-amenity related question that a guest may ask while browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_2_jpg.rf.e26af757e17a18f0b550d0cbfc158781.jpg. Detected amenity: kettle. Detection confidence: low (0.13). Source prompt type: baseline. Question:",What type of amenity does the image show?,What type of amenity is the kettle?,Does the room come with a kettle?,Is a kettle provided in the room?
image_44_jpg.rf.047f8f42d60a321cc7f538abbfc72b2e.jpg,kettle,0.1357186585664749,268.53582763671875,239.14712524414065,613.5540771484375,530.457763671875,baseline,Image file: image_44_jpg.rf.047f8f42d60a321cc7f538abbfc72b2e.jpg. Detected amenity: kettle. Detection confidence: low (0.14). Source prompt type: baseline.,"You are generating hotel-amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel-amenity related question that a guest may ask while browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_44_jpg.rf.047f8f42d60a321cc7f538abbfc72b2e.jpg. Detected amenity: kettle. Detection confidence: low (0.14). Source prompt type: baseline. Question:",What type of amenity does the image show?,What type of amenity is the kettle?,Does the room come with a kettle?,Is a kettle provided in the room?
image_7_jpg.rf.ba04507255db8bb2db0db5a3e17faca9.jpg,kettle,0.3924232423305511,367.1246337890625,255.85044860839844,555.0057373046875,593.4680786132812,baseline,Image file: image_7_jpg.rf.ba04507255db8bb2db0db5a3e17faca9.jpg. Detected amenity: kettle. Detection confidence: medium (0.39). Source prompt type: baseline.,"You are generating hotel-amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel-amenity related question that a guest may ask while browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_7_jpg.rf.ba04507255db8bb2db0db5a3e17faca9.jpg. Detected amenity: kettle. Detection confidence: medium (0.39). Source prompt type: baseline. Question:",What type of amenity does the image show?,What type of amenity is the kettle?,Does the room come with a kettle?,Is a kettle provided in the room?
image_56_jpg.rf.4fd188dd14ff526664d4fcea7acb077a.jpg,kettle,0.1581190079450607,412.06927490234375,195.6720733642578,575.7410888671875,418.8644104003906,baseline,Image file: image_56_jpg.rf.4fd188dd14ff526664d4fcea7acb077a.jpg. Detected amenity: kettle. Detection confidence: low (0.16). Source prompt type: baseline.,"You are generating hotel-amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel-amenity related question that a guest may ask while browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_56_jpg.rf.4fd188dd14ff526664d4fcea7acb077a.jpg. Detected amenity: kettle. Detection confidence: low (0.16). Source prompt type: baseline. Question:",What type of amenity does the image show?,What type of amenity is the kettle?,Does the room come with a kettle?,Is a kettle provided in the room?
image_114_jpg.rf.e61efb0d5ed4ced191aed05238eba165.jpg,kettle,0.3363541066646576,170.54574584960938,329.27606201171875,315.2222595214844,574.8109130859375,baseline,Image file: image_114_jpg.rf.e61efb0d5ed4ced191aed05238eba165.jpg. Detected amenity: kettle. Detection confidence: medium (0.34). Source prompt type: baseline.,"You are generating hotel-amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel-amenity related question that a guest may ask while browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_114_jpg.rf.e61efb0d5ed4ced191aed05238eba165.jpg. Detected amenity: kettle. Detection confidence: medium (0.34). Source prompt type: baseline. Question:",What type of amenity does the image show?,What type of amenity is the kettle?,Does the room come with a kettle?,Is a kettle available in the room?
image_148_jpg.rf.709b26c2f071689cb275b3c0257c01fd.jpg,kettle,0.1599306017160415,54.59732055664063,31.171741485595703,595.1718139648438,504.6199035644531,baseline,Image file: image_148_jpg.rf.709b26c2f071689cb275b3c0257c01fd.jpg. Detected amenity: kettle. Detection confidence: low (0.16). Source prompt type: baseline.,"You are generating hotel-amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel-amenity related question that a guest may ask while browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_148_jpg.rf.709b26c2f071689cb275b3c0257c01fd.jpg. Detected amenity: kettle. Detection confidence: low (0.16). Source prompt type: baseline. Question:",What type of amenity does the image show?,What type of amenity is the kettle?,Does the room come with a kettle?,Is a kettle available in the room?
image_20_jpg.rf.2274a45eef6b3f1236184378e2f39a64.jpg,kettle,0.2568854093551636,457.57818603515625,238.04806518554688,608.31396484375,480.39654541015625,baseline,Image file: image_20_jpg.rf.2274a45eef6b3f1236184378e2f39a64.jpg. Detected amenity: kettle. Detection confidence: low (0.26). Source prompt type: baseline.,"You are generating hotel-amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel-amenity related question that a guest may ask while browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_20_jpg.rf.2274a45eef6b3f1236184378e2f39a64.jpg. Detected amenity: kettle. Detection confidence: low (0.26). Source prompt type: baseline. Question:",What type of amenity does the image show?,What type of amenity is the kettle?,Does the room come with a kettle?,Is a kettle provided in the room?
image_129_jpg.rf.55ce5d51f42738e11c626822f848ded6.jpg,kettle,0.2119319438934326,163.37554931640625,301.5595092773437,408.4136352539063,579.3123779296875,baseline,Image file: image_129_jpg.rf.55ce5d51f42738e11c626822f848ded6.jpg. Detected amenity: kettle. Detection confidence: low (0.21). Source prompt type: baseline.,"You are generating hotel-amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel-amenity related question that a guest may ask while browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_129_jpg.rf.55ce5d51f42738e11c626822f848ded6.jpg. Detected amenity: kettle. Detection confidence: low (0.21). Source prompt type: baseline. Question:",What type of amenity does the image show?,What type of amenity is the kettle?,Does the room come with a kettle?,Is a kettle provided in the room?
image_166_jpg.rf.98d93bc440c352c8afb095bd1a1d76f4.jpg,kettle,0.2616267204284668,272.9568786621094,49.88492965698242,572.260986328125,513.0523681640625,baseline,Image file: image_166_jpg.rf.98d93bc440c352c8afb095bd1a1d76f4.jpg. Detected amenity: kettle. Detection confidence: low (0.26). Source prompt type: baseline.,"You are generating hotel-amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel-amenity related question that a guest may ask while browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_166_jpg.rf.98d93bc440c352c8afb095bd1a1d76f4.jpg. Detected amenity: kettle. Detection confidence: low (0.26). Source prompt type: baseline. Question:",What type of amenity does the image show?,What type of amenity is the kettle?,Does the room come with a kettle?,Is there a kettle available in the room?
image_59_jpg.rf.f48676b2b42ea1eb12eee3ca7d09ff28.jpg,kettle,0.1513272225856781,147.28713989257812,1.5673828125,354.0106506347656,254.1914978027344,baseline,Image file: image_59_jpg.rf.f48676b2b42ea1eb12eee3ca7d09ff28.jpg. Detected amenity: kettle. Detection confidence: low (0.15). Source prompt type: baseline.,"You are generating hotel-amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel-amenity related question that a guest may ask while browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_59_jpg.rf.f48676b2b42ea1eb12eee3ca7d09ff28.jpg. Detected amenity: kettle. Detection confidence: low (0.15). Source prompt type: baseline. Question:",What type of amenity does the image show?,What type of amenity is the kettle?,Does the room come with a kettle?,Is a kettle available in the room?
image_59_jpg.rf.f48676b2b42ea1eb12eee3ca7d09ff28.jpg,kettle,0.1573026180267334,68.80221557617188,70.99018096923828,281.94580078125,401.88714599609375,baseline,Image file: image_59_jpg.rf.f48676b2b42ea1eb12eee3ca7d09ff28.jpg. Detected amenity: kettle. Detection confidence: low (0.16). Source prompt type: baseline.,"You are generating hotel-amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel-amenity related question that a guest may ask while browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_59_jpg.rf.f48676b2b42ea1eb12eee3ca7d09ff28.jpg. Detected amenity: kettle. Detection confidence: low (0.16). Source prompt type: baseline. Question:",What type of amenity does the image show?,What type of amenity is the kettle?,Does the room come with a kettle?,Is a kettle available in the room?
image_40_jpg.rf.9fea74b79bf27581c3d1f1878d476a52.jpg,kettle,0.3123888373374939,468.0189208984375,184.23204040527344,636.0755004882812,446.03515625,baseline,Image file: image_40_jpg.rf.9fea74b79bf27581c3d1f1878d476a52.jpg. Detected amenity: kettle. Detection confidence: medium (0.31). Source prompt type: baseline.,"You are generating hotel-amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel-amenity related question that a guest may ask while browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_40_jpg.rf.9fea74b79bf27581c3d1f1878d476a52.jpg. Detected amenity: kettle. Detection confidence: medium (0.31). Source prompt type: baseline. Question:",Which of the following is not a hotel amenity: kettle or kettle?,What type of amenity is the kettle?,Does the room come with a kettle?,Is there a kettle available in the room?
image_40_jpg.rf.9fea74b79bf27581c3d1f1878d476a52.jpg,kettle,0.1458582729101181,213.9324188232422,176.07083129882812,450.9382629394531,457.4732971191406,baseline,Image file: image_40_jpg.rf.9fea74b79bf27581c3d1f1878d476a52.jpg. Detected amenity: kettle. Detection confidence: low (0.15). Source prompt type: baseline.,"You are generating hotel-amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel-amenity related question that a guest may ask while browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_40_jpg.rf.9fea74b79bf27581c3d1f1878d476a52.jpg. Detected amenity: kettle. Detection confidence: low (0.15). Source prompt type: baseline. Question:",What type of amenity does the image show?,What type of amenity is the kettle?,Does the room come with a kettle?,Is a kettle available in the room?
image_25_jpg.rf.718cd369c1d4ad3bba04300a3388a1d6.jpg,kettle,0.2262521535158157,51.26123046875,470.4093933105469,187.7935028076172,566.1530151367188,baseline,Image file: image_25_jpg.rf.718cd369c1d4ad3bba04300a3388a1d6.jpg. Detected amenity: kettle. Detection confidence: low (0.23). Source prompt type: baseline.,"You are generating hotel-amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel-amenity related question that a guest may ask while browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_25_jpg.rf.718cd369c1d4ad3bba04300a3388a1d6.jpg. Detected amenity: kettle. Detection confidence: low (0.23). Source prompt type: baseline. Question:",What type of amenity does the image show?,What type of amenity is the kettle?,Does the room come with a kettle?,Is a kettle provided in the room?
image_25_jpg.rf.718cd369c1d4ad3bba04300a3388a1d6.jpg,kettle,0.2234072536230087,205.56857299804688,467.411865234375,327.7088623046875,555.945556640625,baseline,Image file: image_25_jpg.rf.718cd369c1d4ad3bba04300a3388a1d6.jpg. Detected amenity: kettle. Detection confidence: low (0.22). Source prompt type: baseline.,"You are generating hotel-amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel-amenity related question that a guest may ask while browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_25_jpg.rf.718cd369c1d4ad3bba04300a3388a1d6.jpg. Detected amenity: kettle. Detection confidence: low (0.22). Source prompt type: baseline. Question:",What type of amenity does the image show?,What type of amenity is the kettle?,Does the room come with a kettle?,Is a kettle available in the room?
image_91_jpg.rf.e5c3e5c2983531ed7031a4864493bed2.jpg,kettle,0.1277407854795456,386.361328125,237.0598602294922,641.7845458984375,528.846435546875,baseline,Image file: image_91_jpg.rf.e5c3e5c2983531ed7031a4864493bed2.jpg. Detected amenity: kettle. Detection confidence: low (0.13). Source prompt type: baseline.,"You are generating hotel-amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel-amenity related question that a guest may ask while browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_91_jpg.rf.e5c3e5c2983531ed7031a4864493bed2.jpg. Detected amenity: kettle. Detection confidence: low (0.13). Source prompt type: baseline. Question:",What type of amenity does the image show?,What type of amenity is the kettle?,Is there a kettle available in the room?,Is there a kettle available in the room?
image_76_jpg.rf.16d2cc4de6297f3f3ea2ca3ad05e276c.jpg,kettle,0.2894808053970337,127.0853271484375,194.78126525878903,344.672607421875,410.9772033691406,baseline,Image file: image_76_jpg.rf.16d2cc4de6297f3f3ea2ca3ad05e276c.jpg. Detected amenity: kettle. Detection confidence: low (0.29). Source prompt type: baseline.,"You are generating hotel-amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel-amenity related question that a guest may ask while browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_76_jpg.rf.16d2cc4de6297f3f3ea2ca3ad05e276c.jpg. Detected amenity: kettle. Detection confidence: low (0.29). Source prompt type: baseline. Question:",What type of amenity does the image show?,What type of amenity is the kettle?,Does the room come with a kettle?,Is a kettle available in the room?
